case_order,case_id,model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,source_result_file,old_llm_calls,old_time_sec
280,280_gemini-2.5-pro_cuad25_scc_17_condition_trigger,gemini-2.5-pro,cuad,scc_17,25,condition_trigger,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad25_condition_trigger_critical_b60_1779138238.json,58,552.56427693367
281,281_gemini-2.5-pro_cuad28_scc_39_temporal_gate,gemini-2.5-pro,cuad,scc_39,28,temporal_gate,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad28_temporal_gate_critical_b60_1779138494.json,57,480.7906119823456
282,282_gemini-2.5-pro_cuad28_scc_39_condition_trigger,gemini-2.5-pro,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad28_condition_trigger_critical_b60_1779138880.json,57,485.7991101741791
283,283_gemini-2.5-pro_cuad34_scc_11_temporal_gate,gemini-2.5-pro,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad34_temporal_gate_critical_b60_1779139414.json,52,523.5661480426788
284,284_gemini-2.5-pro_cuad34_scc_11_condition_trigger,gemini-2.5-pro,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad34_condition_trigger_critical_b60_1779139619.json,57,523.5687308311462
285,285_gemini-2.5-pro_debian12_scc_8_direct_mutex,gemini-2.5-pro,debian,scc_8,12,direct_mutex,libecore-x1,libecore-input1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_debian12_direct_mutex_critical_b60_1779123465.json,53,503.45688486099243
286,286_gemini-2.5-pro_debian12_scc_8_handoff_invariant,gemini-2.5-pro,debian,scc_8,12,handoff_invariant,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_debian12_handoff_invariant_critical_b60_1779123465.json,51,567.1676049232483
287,287_gemini-2.5-pro_sec_ex2110_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,scc_3,10,direct_mutex,us-cw-515909,us-cw-1020294,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2110_direct_mutex_critical_b60_1779124103.json,43,450.47653889656067
288,288_gemini-2.5-pro_sec_ex2110_scc_4_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_4,10,handoff_invariant,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2110_handoff_invariant_critical_b60_1779124592.json,36,443.8467471599579
289,289_gemini-2.5-pro_sec_ex2111_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,scc_0,11,direct_mutex,us-cw-406176,us-cw-423245,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2111_direct_mutex_critical_b60_1779124629.json,53,485.1572301387787
290,290_gemini-2.5-pro_sec_ex2111_scc_6_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_6,11,handoff_invariant,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2111_handoff_invariant_critical_b60_1779125197.json,54,413.5304560661316
291,291_gemini-2.5-pro_sec_ex2112_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,scc_0,12,direct_mutex,us-cw-708556,us-cw-502062,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2112_direct_mutex_critical_b60_1779125671.json,55,950.2095580101013
292,292_gemini-2.5-pro_sec_ex2112_scc_0_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_0,12,handoff_invariant,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2112_handoff_invariant_critical_b60_1779125782.json,58,1198.333508014679
293,293_gemini-2.5-pro_sec_ex2118_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,scc_3,18,direct_mutex,us-cw-841126,us-cw-118216,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2118_direct_mutex_critical_b60_1779126684.json,57,463.43172788619995
294,294_gemini-2.5-pro_sec_ex2118_scc_2_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_2,18,handoff_invariant,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2118_handoff_invariant_critical_b60_1779127178.json,60,450.90171098709106
295,295_gemini-2.5-pro_bgb9_scc_7_direct_mutex,gemini-2.5-pro,bgb,scc_7,9,direct_mutex,bgb_559e,bgb_558,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb9_direct_mutex_critical_b60_1779127626.json,43,464.6446511745453
296,296_gemini-2.5-pro_bgb9_scc_7_handoff_invariant,gemini-2.5-pro,bgb,scc_7,9,handoff_invariant,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb9_handoff_invariant_critical_b60_1779127799.json,40,498.2384600639343
297,297_gemini-2.5-pro_bgb11_scc_0_direct_mutex,gemini-2.5-pro,bgb,scc_0,11,direct_mutex,bgb_311a,bgb_280,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb11_direct_mutex_critical_b60_1779128303.json,52,532.8031671047211
298,298_gemini-2.5-pro_bgb11_scc_0_handoff_invariant,gemini-2.5-pro,bgb,scc_0,11,handoff_invariant,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb11_handoff_invariant_critical_b60_1779128797.json,48,639.4145040512085
299,299_gemini-2.5-pro_bgb25_scc_3_direct_mutex,gemini-2.5-pro,bgb,scc_3,25,direct_mutex,bgb_505,bgb_491,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb25_direct_mutex_critical_b60_1779128990.json,46,481.5493121147156
300,300_gemini-2.5-pro_bgb25_scc_3_handoff_invariant,gemini-2.5-pro,bgb,scc_3,25,handoff_invariant,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb25_handoff_invariant_critical_b60_1779129521.json,51,635.0650358200073
301,301_gemini-2.5-pro_cuad12_scc_50_direct_mutex,gemini-2.5-pro,cuad,scc_50,12,direct_mutex,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad12_direct_mutex_critical_b60_1779130181.json,56,710.2493281364441
302,302_gemini-2.5-pro_cuad12_scc_50_handoff_invariant,gemini-2.5-pro,cuad,scc_50,12,handoff_invariant,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad12_handoff_invariant_critical_b60_1779130266.json,56,485.05728697776794
303,303_gemini-2.5-pro_cuad14_scc_8_direct_mutex,gemini-2.5-pro,cuad,scc_8,14,direct_mutex,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad14_direct_mutex_critical_b60_1779131018.json,54,476.05280900001526
304,304_gemini-2.5-pro_cuad14_scc_8_handoff_invariant,gemini-2.5-pro,cuad,scc_8,14,handoff_invariant,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad14_handoff_invariant_critical_b60_1779131530.json,57,498.2893850803375
305,305_gemini-2.5-pro_cuad16_scc_23_direct_mutex,gemini-2.5-pro,cuad,scc_23,16,direct_mutex,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad16_direct_mutex_critical_b60_1779131616.json,54,519.9859499931335
306,306_gemini-2.5-pro_cuad16_scc_23_handoff_invariant,gemini-2.5-pro,cuad,scc_23,16,handoff_invariant,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad16_handoff_invariant_critical_b60_1779132162.json,56,504.39494705200195
307,307_gemini-2.5-pro_cuad17_scc_0_direct_mutex,gemini-2.5-pro,cuad,scc_0,17,direct_mutex,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad17_direct_mutex_critical_b60_1779132768.json,57,503.3866379261017
308,308_gemini-2.5-pro_cuad17_scc_0_handoff_invariant,gemini-2.5-pro,cuad,scc_0,17,handoff_invariant,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad17_handoff_invariant_critical_b60_1779132883.json,56,507.82848262786865
309,309_gemini-2.5-pro_cuad18_scc_6_direct_mutex,gemini-2.5-pro,cuad,scc_6,18,direct_mutex,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad18_direct_mutex_critical_b60_1779133460.json,57,538.7818539142609
310,310_gemini-2.5-pro_cuad18_scc_6_handoff_invariant,gemini-2.5-pro,cuad,scc_6,18,handoff_invariant,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad18_handoff_invariant_critical_b60_1779133929.json,60,555.1169140338898
311,311_gemini-2.5-pro_cuad20_scc_28_direct_mutex,gemini-2.5-pro,cuad,scc_28,20,direct_mutex,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad20_direct_mutex_critical_b60_1779134193.json,50,756.207780122757
312,312_gemini-2.5-pro_cuad20_scc_28_handoff_invariant,gemini-2.5-pro,cuad,scc_28,20,handoff_invariant,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad20_handoff_invariant_critical_b60_1779134736.json,52,531.4436740875244
313,313_gemini-2.5-pro_cuad24_scc_21_direct_mutex,gemini-2.5-pro,cuad,scc_21,24,direct_mutex,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad24_direct_mutex_critical_b60_1779135119.json,53,519.9173591136932
314,314_gemini-2.5-pro_cuad24_scc_21_handoff_invariant,gemini-2.5-pro,cuad,scc_21,24,handoff_invariant,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad24_handoff_invariant_critical_b60_1779135662.json,60,507.9461119174957
315,315_gemini-2.5-pro_cuad25_scc_17_direct_mutex,gemini-2.5-pro,cuad,scc_17,25,direct_mutex,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad25_direct_mutex_critical_b60_1779135898.json,59,565.0169768333435
316,316_gemini-2.5-pro_cuad25_scc_17_handoff_invariant,gemini-2.5-pro,cuad,scc_17,25,handoff_invariant,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad25_handoff_invariant_critical_b60_1779136298.json,56,464.47713112831116
317,317_gemini-2.5-pro_cuad28_scc_39_direct_mutex,gemini-2.5-pro,cuad,scc_39,28,direct_mutex,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad28_direct_mutex_critical_b60_1779136820.json,55,452.1512260437012
318,318_gemini-2.5-pro_cuad28_scc_39_handoff_invariant,gemini-2.5-pro,cuad,scc_39,28,handoff_invariant,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad28_handoff_invariant_critical_b60_1779137130.json,58,503.119756937027
319,319_gemini-2.5-pro_cuad34_scc_11_direct_mutex,gemini-2.5-pro,cuad,scc_11,34,direct_mutex,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad34_direct_mutex_critical_b60_1779137480.json,54,493.60721492767334
320,320_gemini-2.5-pro_cuad34_scc_11_handoff_invariant,gemini-2.5-pro,cuad,scc_11,34,handoff_invariant,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad34_handoff_invariant_critical_b60_1779138053.json,54,551.2248709201813
