variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
No relation-first memory,no-relation-first-memory,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.4444444444444444,5,57,57,191051,142.8335828781128,0,18,0,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__no-relation-first-memory.json,midshort40,9,small (9-11),bgb,scc_7,bgb_condition_trigger_pending_notice_critical,75
Random local-window selection,random-local-window-selection,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.4444444444444444,5,56,58,190011,161.9609341621399,0,18,1,2,36,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__random-local-window-selection.json,midshort40,9,small (9-11),bgb,scc_7,bgb_condition_trigger_pending_notice_critical,75
Full SA-MCGS (locked main),full-sa-mcgs-locked,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,False,True,True,0.4444444444444444,5,,,,250.99414706230164,18,16,1,5,48,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__full-sa-mcgs-locked.json,midshort40,9,small (9-11),bgb,scc_7,bgb_handoff_invariant_cure_class_critical,76
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,False,False,False,0.5555555555555556,4,55,55,187690,134.2799370288849,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),bgb,scc_7,bgb_handoff_invariant_cure_class_critical,76
No relation-first memory,no-relation-first-memory,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.4444444444444444,5,57,57,193317,155.40924906730652,0,16,0,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__no-relation-first-memory.json,midshort40,9,small (9-11),bgb,scc_7,bgb_handoff_invariant_cure_class_critical,76
Random local-window selection,random-local-window-selection,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.4444444444444444,5,59,59,196583,146.97444891929626,0,16,1,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__random-local-window-selection.json,midshort40,9,small (9-11),bgb,scc_7,bgb_handoff_invariant_cure_class_critical,76
Full SA-MCGS (locked main),full-sa-mcgs-locked,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,,,,236.33411192893982,18,17,2,12,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__full-sa-mcgs-locked.json,midshort40,9,small (9-11),bgb,scc_7,bgb_temporal_grace_period_gate_critical,77
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5555555555555556,4,55,55,190461,154.4865231513977,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),bgb,scc_7,bgb_temporal_grace_period_gate_critical,77
No relation-first memory,no-relation-first-memory,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,60,60,202974,148.1863250732422,0,18,1,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__no-relation-first-memory.json,midshort40,9,small (9-11),bgb,scc_7,bgb_temporal_grace_period_gate_critical,77
Random local-window selection,random-local-window-selection,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,59,59,195346,139.26656579971313,0,18,2,1,26,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__random-local-window-selection.json,midshort40,9,small (9-11),bgb,scc_7,bgb_temporal_grace_period_gate_critical,77
Full SA-MCGS (locked main),full-sa-mcgs-locked,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,,,,163.20630502700806,18,9,1,1,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__full-sa-mcgs-locked.json,midshort40,9,small (9-11),sec_ex21,scc_0,sec_handoff_invariant_control_basis_critical,78
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.6666666666666667,3,56,56,86890,122.83772397041321,19,0,0,1,19,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),sec_ex21,scc_0,sec_handoff_invariant_control_basis_critical,78
No relation-first memory,no-relation-first-memory,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,57,57,85052,108.7917377948761,0,10,0,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__no-relation-first-memory.json,midshort40,9,small (9-11),sec_ex21,scc_0,sec_handoff_invariant_control_basis_critical,78
Random local-window selection,random-local-window-selection,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,50,50,76552,106.26972603797913,0,9,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__random-local-window-selection.json,midshort40,9,small (9-11),sec_ex21,scc_0,sec_handoff_invariant_control_basis_critical,78
Full SA-MCGS (locked main),full-sa-mcgs-locked,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,9,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.4444444444444444,5,,,,185.22025084495544,18,11,0,1,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__full-sa-mcgs-locked.json,midshort40,9,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,79
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,59,59,89799,120.63146996498108,19,0,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,79
No relation-first memory,no-relation-first-memory,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,58,58,85370,102.70655179023743,0,11,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__no-relation-first-memory.json,midshort40,9,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,79
Random local-window selection,random-local-window-selection,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,53,53,75531,106.10075902938843,0,13,0,2,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__random-local-window-selection.json,midshort40,9,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,79
Full SA-MCGS (locked main),full-sa-mcgs-locked,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,9,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.4444444444444444,5,,,,181.25031685829163,18,10,1,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__full-sa-mcgs-locked.json,midshort40,9,small (9-11),sec_ex21,scc_6,sec_condition_trigger_unfiled_amendment_critical,80
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7777777777777778,4,60,60,115830,114.28417491912842,19,0,0,1,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),sec_ex21,scc_6,sec_condition_trigger_unfiled_amendment_critical,80
No relation-first memory,no-relation-first-memory,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,9,60,60,108276,109.16223907470703,0,24,10,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__no-relation-first-memory.json,midshort40,9,small (9-11),sec_ex21,scc_6,sec_condition_trigger_unfiled_amendment_critical,80
Random local-window selection,random-local-window-selection,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,9,58,58,95668,103.82721996307373,0,16,13,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__random-local-window-selection.json,midshort40,9,small (9-11),sec_ex21,scc_6,sec_condition_trigger_unfiled_amendment_critical,80
